trial_id,epoch,train_loss,val_rmse_log
12,1,0.6040759113257272,0.5157227051542234
12,2,0.24623378559793746,0.4855369288876093
12,3,0.22534169134344373,0.46787085515249865
12,4,0.21293524345874787,0.4642995250649203
12,5,0.2030894908966337,0.45900845082654557
12,6,0.19485877158233098,0.45932208469550195
12,7,0.18910130153451646,0.45535280631180153
12,8,0.18480025888102394,0.45695881955491796
12,9,0.18079636484078,0.45478777730983916
12,10,0.17717367980616433,0.45146627482313284
12,11,0.17451863710267204,0.4493362624985698
12,12,0.17204747999123166,0.44875383933617635
12,13,0.16958866354942323,0.4496830833460003
12,14,0.16708439111913953,0.4494527672323442
12,15,0.16509877429894038,0.44770000738693727
12,16,0.163269472117424,0.4483730984638732
12,17,0.16139721187659672,0.44797671265811795
12,18,0.15956079687050412,0.4475552543880498
12,19,0.15770565388883864,0.4463120538647029
12,20,0.1558832516513552,0.44852489119437455
