trial_id,epoch,train_loss,val_rmse_log
13,1,0.863261715794972,0.5562635832547346
13,2,0.28418091488429476,0.5099439261175223
13,3,0.26073955426079887,0.49788618872535007
13,4,0.2418146726465225,0.47798916264930935
13,5,0.23063459347520557,0.4728623457883014
13,6,0.22417844695704323,0.47142971441238196
13,7,0.21750589880193982,0.467017527049524
13,8,0.21168102753026144,0.46383038131461923
13,9,0.20615462830747877,0.45825147834577756
13,10,0.20191991515977042,0.4596174637884279
13,11,0.19785705482891627,0.45747207669490525
13,12,0.19550806263991766,0.4550912470468278
13,13,0.1921857946232387,0.4539739257334464
13,14,0.19015621559483664,0.452017393570288
13,15,0.18807065901006972,0.45290625514621513
13,16,0.18581290963104793,0.4549720344950514
13,17,0.1844437837444033,0.4502459305252833
13,18,0.1836050603873389,0.449506489059164
13,19,0.18211966490268708,0.4515015093882729
13,20,0.18111730839048112,0.4488431951412529
