trial_id,epoch,train_loss,val_rmse_log
20,1,0.6196495294570923,0.7579953074455261
20,2,0.23389779031276703,0.6091957092285156
20,3,0.19532142579555511,0.5178592205047607
20,4,0.176937997341156,0.49497658014297485
20,5,0.16668234765529633,0.48701009154319763
20,6,0.1593824177980423,0.47801652550697327
20,7,0.1542089432477951,0.47526052594184875
20,8,0.14978843927383423,0.4731203317642212
20,9,0.14617472887039185,0.4714805483818054
20,10,0.1429000198841095,0.4694918096065521
20,11,0.1394791454076767,0.4675350785255432
20,12,0.136546790599823,0.4648703932762146
20,13,0.1336117684841156,0.464655339717865
20,14,0.13061098754405975,0.4615163803100586
20,15,0.12792743742465973,0.459913432598114
20,16,0.12546762824058533,0.458936870098114
20,17,0.12329511344432831,0.4572639763355255
20,18,0.12140734493732452,0.4569478929042816
20,19,0.11917195469141006,0.4554639756679535
20,20,0.11729764193296432,0.45523601770401
20,21,0.11604078114032745,0.4561019241809845
20,22,0.11469165235757828,0.4538370370864868
20,23,0.11338865756988525,0.4542025029659271
20,24,0.11226505786180496,0.45386770367622375
20,25,0.11111720651388168,0.45268556475639343
