trial_id,epoch,train_loss,val_rmse_log
6,1,0.44113320112228394,0.6953575611114502
6,2,0.15141265094280243,0.5221807360649109
6,3,0.12325245887041092,0.4878252446651459
6,4,0.113425113260746,0.47668102383613586
6,5,0.10924330353736877,0.4722870886325836
6,6,0.1065693199634552,0.46655455231666565
6,7,0.10453103482723236,0.46370646357536316
6,8,0.10326149314641953,0.46329155564308167
6,9,0.10176190733909607,0.4606536626815796
6,10,0.10040485858917236,0.458107590675354
6,11,0.09936502575874329,0.45673930644989014
6,12,0.09856732189655304,0.455400675535202
6,13,0.09753015637397766,0.45374417304992676
6,14,0.09670078009366989,0.4550796151161194
6,15,0.09568730741739273,0.45252910256385803
6,16,0.09497426450252533,0.45519065856933594
6,17,0.09421250224113464,0.4544965922832489
6,18,0.09353620558977127,0.45175158977508545
6,19,0.09277360141277313,0.45038047432899475
6,20,0.09226106852293015,0.4515131711959839
6,21,0.09182718396186829,0.451071172952652
6,22,0.09110564738512039,0.4520709216594696
6,23,0.09057331830263138,0.4517791271209717
