trial_id,epoch,train_loss,val_rmse_log
7,1,0.8352169394493103,0.821100652217865
7,2,0.21333745121955872,0.7163422703742981
7,3,0.18662217259407043,0.6361095905303955
7,4,0.16364435851573944,0.5460206270217896
7,5,0.14590850472450256,0.5094985365867615
7,6,0.13769015669822693,0.49660179018974304
7,7,0.1324479579925537,0.4876830279827118
7,8,0.1285315454006195,0.48283183574676514
7,9,0.12586791813373566,0.4791235625743866
7,10,0.12392368167638779,0.477272629737854
7,11,0.12167705595493317,0.47415482997894287
7,12,0.11990422010421753,0.4705251455307007
7,13,0.11822327226400375,0.4689185321331024
7,14,0.11746964603662491,0.46786242723464966
7,15,0.11635856330394745,0.46540024876594543
7,16,0.11520925164222717,0.4656941294670105
7,17,0.11424346268177032,0.4638994336128235
7,18,0.1130630373954773,0.4633263051509857
7,19,0.11214110255241394,0.46238207817077637
7,20,0.11112640798091888,0.4604669213294983
