trial_id,epoch,train_loss,val_rmse_log
11,1,0.40563833713531494,0.6804797649383545
11,2,0.14215518534183502,0.4994884133338928
11,3,0.11741794645786285,0.48024892807006836
11,4,0.1110319048166275,0.47283944487571716
11,5,0.10746022313833237,0.4684295058250427
11,6,0.1049785241484642,0.4640358090400696
11,7,0.10278353840112686,0.463509202003479
11,8,0.1011989489197731,0.46081164479255676
11,9,0.09988802671432495,0.45880237221717834
11,10,0.09875998646020889,0.45681411027908325
11,11,0.09756110608577728,0.4554014205932617
11,12,0.09660449624061584,0.4566054046154022
11,13,0.09566778689622879,0.4533381164073944
11,14,0.09499745815992355,0.45293810963630676
11,15,0.0939042940735817,0.4520479738712311
11,16,0.09344656765460968,0.45430663228034973
11,17,0.09248998016119003,0.4505130350589752
11,18,0.09180372953414917,0.45058777928352356
11,19,0.09131281077861786,0.4501985013484955
11,20,0.09062148630619049,0.4522954821586609
11,21,0.09039880335330963,0.4514891803264618
11,22,0.08934894949197769,0.4511624872684479
11,23,0.0889347717165947,0.45412978529930115
