trial_id,epoch,train_loss,val_rmse_log
15,1,0.8963183760643005,0.8408811092376709
15,2,0.21227122843265533,0.7011948227882385
15,3,0.18709975481033325,0.639220118522644
15,4,0.16871514916419983,0.5698606967926025
15,5,0.1470121443271637,0.5073033571243286
15,6,0.13631075620651245,0.49130740761756897
15,7,0.13009852170944214,0.483764111995697
15,8,0.12642481923103333,0.47854843735694885
15,9,0.12395726889371872,0.4756559133529663
15,10,0.12192561477422714,0.4720844030380249
15,11,0.11979794502258301,0.4692271947860718
15,12,0.11848342418670654,0.4674887955188751
15,13,0.11705076694488525,0.4667215943336487
15,14,0.11564156413078308,0.46491506695747375
15,15,0.11439450085163116,0.4649820923805237
15,16,0.1136092096567154,0.46153929829597473
15,17,0.11237781494855881,0.4611036777496338
15,18,0.11134035885334015,0.4595271348953247
15,19,0.11036109179258347,0.45975610613822937
15,20,0.10882104933261871,0.45861509442329407
